Geneid,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1,LNCAP_Hypoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S1
ENSG00000296185,0,0,0,0,0,0,0,0
ENSG00000296186,0,1,0,0,2,7,0,0
ENSG00000296187,0,0,1,0,0,0,0,3
ENSG00000296188,0,0,0,0,0,1,0,0
ENSG00000296189,0,0,0,1,0,0,0,1
ENSG00000296190,0,0,0,3,0,0,2,2
ENSG00000296191,0,0,0,0,0,0,0,0
ENSG00000296192,0,0,0,0,0,0,0,0
ENSG00000296193,0,0,3,3,0,1,2,0
ENSG00000296194,0,0,0,0,0,0,1,0
ENSG00000296195,0,0,0,0,0,0,0,0
ENSG00000296196,0,0,0,0,0,0,0,0
ENSG00000296197,3,5,4,1,4,6,1,1
ENSG00000296198,0,0,1,0,0,0,0,0
ENSG00000296199,7,38,0,0,19,31,0,0
ENSG00000296200,0,0,0,1,0,0,0,0
ENSG00000296201,0,0,0,0,0,0,0,0
ENSG00000296202,0,0,3,1,0,1,3,0
ENSG00000296203,0,0,0,0,0,0,0,0
ENSG00000296204,0,0,0,0,0,0,0,1
ENSG00000296205,1,2,18,33,0,1,18,14
ENSG00000296206,1,3,1,0,0,3,0,0
ENSG00000296207,0,0,3,2,0,0,1,5
ENSG00000296208,0,0,0,0,0,0,0,0
ENSG00000296209,0,0,0,0,0,0,0,0
ENSG00000296210,0,0,0,0,0,0,0,0
ENSG00000296211,0,0,0,0,0,0,0,0
ENSG00000296212,0,1,0,0,0,1,0,0
ENSG00000296213,0,0,10,0,0,0,11,3
ENSG00000296214,0,0,0,0,0,0,0,0
ENSG00000296215,3,10,0,0,7,2,1,0
ENSG00000296216,0,0,0,0,0,0,0,0
ENSG00000296217,0,0,0,0,0,0,0,0
ENSG00000296218,0,0,0,0,0,0,0,0
ENSG00000296219,0,0,0,0,0,0,0,0
ENSG00000296220,0,8,9,1,5,5,7,2
ENSG00000296221,0,1,7,2,0,0,5,1
ENSG00000296222,0,0,0,0,0,0,0,0
ENSG00000296223,0,0,0,0,0,0,0,0
ENSG00000296224,0,0,1,0,0,0,0,0
ENSG00000296225,0,0,4,4,0,0,6,4
ENSG00000296226,0,0,0,0,0,0,0,0
ENSG00000296227,0,0,0,0,0,0,0,0
ENSG00000296228,0,0,0,0,0,0,0,0
ENSG00000296229,0,0,0,0,0,0,0,0
ENSG00000296230,0,3,0,1,0,0,0,0
ENSG00000296231,0,0,0,0,0,1,0,0
ENSG00000296232,0,0,1,0,1,0,0,0
ENSG00000296233,1,0,0,0,0,0,2,0
ENSG00000296234,0,0,0,0,0,0,0,0
ENSG00000296235,0,0,0,0,0,0,0,0
ENSG00000296236,0,0,0,0,0,0,0,0
ENSG00000296237,0,1,3,2,0,1,1,0
ENSG00000296238,0,0,0,0,0,0,0,0
ENSG00000296239,0,0,0,0,0,0,0,0
ENSG00000296240,0,0,0,0,0,0,0,0
ENSG00000296241,0,0,0,0,0,1,0,0
ENSG00000296242,0,0,0,1,0,0,1,0
ENSG00000296243,0,0,0,0,0,0,0,0
ENSG00000296244,0,5,0,0,0,4,0,0
ENSG00000296245,0,4,0,0,1,0,0,0
ENSG00000296246,0,0,0,0,0,0,0,0
ENSG00000296247,0,0,0,0,0,0,0,0
ENSG00000296248,6,14,101,131,6,10,90,2
ENSG00000296249,0,0,0,0,0,0,0,0
ENSG00000296250,0,0,1,0,0,0,1,1
ENSG00000296251,0,0,0,2,1,0,0,0
ENSG00000296252,0,0,0,0,0,0,0,0
ENSG00000296253,0,0,0,0,1,0,0,0
ENSG00000296254,1,0,0,0,0,0,0,0
ENSG00000296255,0,0,0,0,0,0,0,0
ENSG00000296256,0,1,0,0,0,0,0,0
ENSG00000296257,0,1,0,0,0,0,0,0
ENSG00000296258,2,3,1,1,1,7,1,0
ENSG00000296259,0,0,0,1,0,0,0,0
ENSG00000296260,0,1,0,0,0,2,0,0
ENSG00000296261,0,0,0,0,0,0,0,0
ENSG00000296262,0,0,0,0,0,0,0,0
ENSG00000296263,0,0,0,0,0,0,0,0
ENSG00000296264,0,0,7,3,0,0,13,0
ENSG00000296265,16,30,45,36,12,51,54,34
ENSG00000296266,1,0,0,0,0,0,0,0
ENSG00000296267,0,0,0,0,0,0,0,0
ENSG00000296268,2,2,1,0,0,0,0,1
ENSG00000296269,0,0,8,2,0,0,8,6
ENSG00000296270,0,0,0,0,0,0,0,0
ENSG00000296271,0,0,0,0,1,0,0,0
ENSG00000296272,0,0,0,0,0,0,0,2
ENSG00000296273,0,2,3,1,0,0,0,0
ENSG00000296274,0,0,0,6,0,1,1,0
ENSG00000296275,0,0,0,0,0,0,0,0
ENSG00000296276,0,0,0,0,0,0,0,0
ENSG00000296277,0,1,0,2,0,0,0,0
ENSG00000296278,0,0,0,0,0,0,0,0
ENSG00000296279,0,0,0,0,0,0,0,0
ENSG00000296280,0,1,0,0,5,3,0,0
ENSG00000296281,0,0,9,4,0,0,15,2
ENSG00000296282,0,0,0,0,0,1,0,0
ENSG00000296283,0,0,0,0,0,0,0,0
ENSG00000296284,0,0,0,0,0,0,0,0
ENSG00000296285,0,0,0,0,0,0,0,0
ENSG00000296286,0,0,0,0,0,0,0,0
ENSG00000296287,0,0,1,0,0,0,2,3
ENSG00000296288,0,0,0,0,0,0,0,0
ENSG00000296289,0,0,1,0,1,0,4,0
ENSG00000296290,0,0,0,0,0,0,0,0
ENSG00000296291,1,2,0,5,1,2,1,0
ENSG00000296292,0,0,0,0,0,1,0,0
ENSG00000296293,0,0,0,0,0,0,0,0
ENSG00000296294,4,15,50,57,2,10,73,32
ENSG00000296295,0,2,0,1,0,0,0,0
ENSG00000296296,0,0,2,0,0,0,0,1
ENSG00000296297,0,2,5,13,1,2,1,0
ENSG00000296298,0,0,0,0,0,0,0,0
ENSG00000296299,0,3,90,94,0,2,107,70
ENSG00000296300,0,1,0,2,0,1,0,0
ENSG00000296301,0,0,0,0,1,0,0,0
ENSG00000296302,0,0,0,0,0,0,0,0
ENSG00000296303,0,0,0,0,0,1,0,0
ENSG00000296304,0,0,0,0,0,0,0,0
ENSG00000296305,0,0,0,0,0,0,0,0
ENSG00000296306,0,0,1,21,0,0,1,12
ENSG00000296307,0,0,1,0,0,0,1,0
ENSG00000296308,0,0,28,22,0,0,19,13
ENSG00000296309,0,0,0,0,0,0,2,0
ENSG00000296310,0,0,0,0,0,0,0,0
ENSG00000296311,0,0,0,1,1,0,0,0
ENSG00000296312,0,0,0,0,0,0,0,0
ENSG00000296313,0,0,0,0,0,0,0,0
ENSG00000296314,0,0,7,4,0,0,6,5
ENSG00000296315,0,0,1,3,0,0,1,1
ENSG00000296316,0,0,1,0,0,0,0,0
ENSG00000296317,0,0,0,0,0,0,0,0
ENSG00000296318,0,3,3,0,0,3,12,3
ENSG00000296319,0,1,0,0,0,1,0,0
ENSG00000296320,0,0,0,0,0,0,0,2
ENSG00000296321,0,0,0,0,0,0,0,0
ENSG00000296322,0,0,0,0,0,0,0,0
ENSG00000296323,0,0,0,0,0,0,0,0
ENSG00000296324,0,0,0,0,0,0,0,0
ENSG00000296325,0,0,0,8,1,0,2,10
ENSG00000296326,0,0,0,0,0,0,0,0
ENSG00000296327,0,0,0,0,0,0,0,0
ENSG00000296328,0,0,0,0,0,0,0,0
ENSG00000296329,1,4,623,931,2,6,869,948
ENSG00000296330,0,0,0,0,0,0,0,0
ENSG00000296331,0,1,1,1,0,0,1,0
ENSG00000296332,0,0,0,0,0,0,0,0
ENSG00000296333,5,13,1,0,4,10,1,0
ENSG00000296334,0,0,0,0,0,0,0,0
ENSG00000296335,4,2,0,0,1,8,0,0
ENSG00000296336,0,0,0,0,0,0,0,0
ENSG00000296337,0,0,0,0,0,0,0,0
ENSG00000296338,1,6,0,0,4,10,0,0
ENSG00000296339,0,0,21,23,0,0,22,13
ENSG00000296340,0,0,0,0,0,0,0,0
ENSG00000296341,0,0,0,0,0,1,0,0
ENSG00000296342,0,0,0,0,0,0,0,0
ENSG00000296343,20,135,101,102,24,41,115,92
ENSG00000296344,0,0,0,0,0,0,0,0
ENSG00000296345,0,0,0,0,0,1,0,0
ENSG00000296346,1,4,1,0,2,0,0,0
ENSG00000296347,0,0,0,0,0,0,0,0
ENSG00000296348,0,0,0,2,0,0,0,1
ENSG00000296349,0,0,0,0,0,0,0,3
ENSG00000296350,0,0,0,0,0,2,0,0
ENSG00000296351,0,5,1,3,1,4,1,0
ENSG00000296352,0,1,1,0,0,1,4,0
ENSG00000296353,0,0,1,0,0,0,0,0
ENSG00000296354,0,0,0,0,0,0,0,0
ENSG00000296355,0,0,0,0,2,0,0,0
ENSG00000296356,0,0,0,0,0,0,0,0
ENSG00000296357,0,1,0,0,0,1,0,0
ENSG00000296358,0,0,0,0,0,0,0,0
ENSG00000296359,0,0,0,0,0,0,0,0
ENSG00000296360,0,1,1,2,0,0,0,0
ENSG00000296361,0,0,0,0,0,0,0,0
ENSG00000296362,0,0,3,0,0,0,3,0
ENSG00000296363,0,0,0,0,0,0,0,0
ENSG00000296364,0,0,0,1,0,0,0,0
ENSG00000296365,0,0,6,8,1,0,5,9
ENSG00000296366,0,3,0,0,0,0,0,0
ENSG00000296367,0,0,0,0,0,0,0,0
ENSG00000296368,0,2,9,0,0,0,7,1
ENSG00000296369,0,0,0,0,0,0,0,0
ENSG00000296370,1,1,2,5,1,1,13,3
ENSG00000296371,0,0,0,0,0,0,1,0
ENSG00000296372,3,9,2,4,4,1,4,0
ENSG00000296373,0,0,4,0,0,0,0,0
ENSG00000296374,0,0,0,0,0,0,0,0
ENSG00000296375,0,1,7,4,0,2,9,5
ENSG00000296376,0,0,0,0,0,0,0,0
ENSG00000296377,0,1,0,0,1,0,0,0
ENSG00000296378,1,3,0,0,0,3,0,0
ENSG00000296379,2,1,1,1,2,0,5,0
ENSG00000296380,0,0,10,5,0,0,1,2
ENSG00000296381,0,0,0,0,0,0,0,0
ENSG00000296382,1,76,2,7,0,50,4,7
ENSG00000296383,0,0,0,0,0,0,0,0
ENSG00000296384,1,4,4,7,1,4,6,2
ENSG00000296385,0,0,6,15,1,0,11,13
ENSG00000296386,0,0,23,50,4,1,36,63
ENSG00000296387,0,0,0,0,0,0,0,0
ENSG00000296388,0,2,2,0,0,0,0,0
ENSG00000296389,2,3,0,0,1,15,0,0
ENSG00000296390,0,0,1,3,0,0,4,3
ENSG00000296391,0,0,0,1,0,0,3,0
ENSG00000296392,0,1,2,0,0,0,0,0
ENSG00000296393,0,0,0,0,0,0,0,0
ENSG00000296394,0,0,0,0,0,0,0,0
ENSG00000296395,0,0,0,0,0,0,0,0
ENSG00000296396,0,1,0,0,0,0,0,0
ENSG00000296397,0,0,0,0,0,0,0,0
ENSG00000296398,0,0,14,12,1,0,13,4
ENSG00000296399,1,0,0,0,0,0,0,0
ENSG00000296400,0,0,0,0,0,0,0,0
ENSG00000296401,0,0,0,0,0,0,0,0
ENSG00000296402,1,0,0,0,0,1,0,0
ENSG00000296403,0,0,0,0,0,0,1,0
ENSG00000296404,1,0,0,0,0,3,0,0
ENSG00000296405,0,0,0,0,0,0,0,0
ENSG00000296406,0,0,0,0,0,0,0,0
ENSG00000296407,1,1,0,0,0,0,0,0
ENSG00000296408,0,0,0,0,0,0,0,0
ENSG00000296409,0,0,0,0,0,0,0,0
ENSG00000296410,0,0,0,0,0,0,0,0
ENSG00000296411,1,3,0,0,1,6,0,0
ENSG00000296412,0,0,0,0,0,0,0,0
ENSG00000296413,0,0,1,0,0,0,0,0
ENSG00000296414,0,0,0,0,0,0,1,0
ENSG00000296415,0,0,0,0,0,0,0,0
ENSG00000296416,0,1,0,0,0,0,2,0
ENSG00000296417,0,0,0,0,0,0,1,0
ENSG00000296418,0,0,0,0,0,0,0,0
ENSG00000296419,0,1,7,14,3,3,9,5
ENSG00000296420,0,0,0,0,0,0,0,0
ENSG00000296421,3,3,1,0,2,6,0,0
ENSG00000296422,0,0,0,0,0,0,0,0
ENSG00000296424,2,5,3,1,2,2,4,2
ENSG00000296425,0,0,0,0,0,0,0,0
ENSG00000296426,1,2,126,126,0,0,107,75
ENSG00000296427,0,0,0,0,0,0,0,0
ENSG00000296428,3,20,15,20,6,8,28,9
ENSG00000296429,0,0,0,0,0,0,0,0
ENSG00000296430,0,0,7,0,0,0,8,1
ENSG00000296431,0,0,0,0,0,0,0,2
ENSG00000296432,0,4,1,0,0,7,1,0
ENSG00000296433,0,0,1,2,0,0,0,0
ENSG00000296434,2,1,0,0,2,0,0,0
ENSG00000296435,0,0,0,0,0,0,0,0
ENSG00000296436,0,0,0,0,0,0,0,0
ENSG00000296437,0,0,0,0,0,0,0,0
ENSG00000296438,0,0,0,0,0,0,0,0
ENSG00000296439,0,1,3,8,0,0,6,5
ENSG00000296440,0,0,0,0,0,0,0,2
ENSG00000296441,0,0,0,0,0,0,1,0
ENSG00000296442,0,0,0,0,0,1,0,0
ENSG00000296443,0,0,0,0,0,0,0,0
ENSG00000296444,0,0,0,0,0,0,1,0
ENSG00000296445,0,0,0,0,0,0,0,0
ENSG00000296446,0,0,0,2,0,1,0,0
ENSG00000296447,0,0,0,0,0,0,0,0
ENSG00000296448,0,0,0,0,0,0,0,0
ENSG00000296449,0,4,0,1,1,1,0,0
ENSG00000296450,0,0,0,0,0,0,0,0
ENSG00000296451,3,7,2,5,2,0,3,5
ENSG00000296452,1,7,0,0,2,3,3,1
ENSG00000296453,4,1,36,26,1,2,24,29
ENSG00000296454,0,0,0,0,1,0,0,0
ENSG00000296455,0,0,0,0,0,0,0,0
ENSG00000296456,0,5,5,8,1,2,3,0
ENSG00000296457,0,0,0,0,0,0,0,0
ENSG00000296458,8,16,0,1,2,10,0,0
ENSG00000296459,0,0,0,0,0,0,0,0
ENSG00000296460,0,0,0,0,0,0,0,0
ENSG00000296461,0,0,1,0,0,0,0,0
ENSG00000296462,0,0,0,0,0,0,0,0
ENSG00000296463,0,0,0,0,1,0,0,0
ENSG00000296464,0,0,0,0,0,0,0,0
ENSG00000296465,0,0,0,1,0,0,0,0
ENSG00000296466,0,0,0,0,0,0,0,0
ENSG00000296467,4,28,0,0,3,11,0,0
ENSG00000296468,0,0,0,0,0,0,0,0
ENSG00000296469,2,1,4,4,1,1,6,0
ENSG00000296470,0,0,6,3,0,0,10,5
ENSG00000296471,0,1,5,3,2,3,5,3
ENSG00000296472,0,0,0,0,0,0,0,0
ENSG00000296473,0,0,2,2,0,0,1,0
ENSG00000296474,0,0,0,0,0,0,0,0
ENSG00000296475,0,0,0,0,0,0,0,0
ENSG00000296476,3,6,0,0,2,3,0,0
ENSG00000296477,0,0,0,0,0,0,1,0
ENSG00000296478,0,0,0,0,0,0,0,0
ENSG00000296479,1,1,0,0,0,3,0,0
ENSG00000296480,0,0,0,0,0,0,1,0
ENSG00000296481,0,0,1,0,0,1,3,0
ENSG00000296482,0,0,0,0,0,0,3,0
ENSG00000296483,2,1,0,0,2,5,0,0
ENSG00000296484,1,0,0,0,0,3,0,0
ENSG00000296485,0,0,0,0,0,0,0,0
ENSG00000296486,0,2,1,0,0,0,1,0
ENSG00000296487,0,0,8,5,0,0,1,1
ENSG00000296488,2,9,21,6,1,3,28,13
ENSG00000296489,0,0,0,0,0,0,0,0
ENSG00000296490,0,1,0,0,1,1,0,0
ENSG00000296491,0,1,0,0,0,0,0,0
ENSG00000296492,0,0,0,0,0,0,0,0
ENSG00000296493,0,0,0,0,0,0,0,0
ENSG00000296494,0,0,0,0,0,0,0,0
ENSG00000296495,1,0,0,0,0,1,0,0
ENSG00000296496,0,0,0,0,0,0,0,0
ENSG00000296497,0,0,0,0,0,0,0,0
ENSG00000296498,0,0,0,0,0,0,0,0
ENSG00000296499,6,5,0,2,2,5,0,0
ENSG00000296500,0,0,0,0,0,0,0,1
ENSG00000296501,0,0,0,0,0,0,0,0
ENSG00000296502,0,0,0,0,0,0,0,0
ENSG00000296503,0,0,0,0,0,0,0,0
ENSG00000296504,0,0,1,0,0,0,0,2
ENSG00000296505,0,0,0,0,0,0,0,0
ENSG00000296506,0,0,29,35,0,0,37,15
ENSG00000296507,0,0,21,4,0,0,22,7
ENSG00000296508,0,0,0,0,0,0,0,0
ENSG00000296509,0,0,0,0,0,0,0,0
ENSG00000296510,1,3,5,4,6,2,7,6
ENSG00000296511,0,0,0,0,0,0,0,0
ENSG00000296512,0,0,7,7,0,0,0,2
ENSG00000296513,0,0,0,0,0,0,0,0
ENSG00000296514,0,0,0,0,0,0,0,0
ENSG00000296515,0,0,0,0,0,0,0,0
ENSG00000296516,0,0,0,0,0,0,0,0
ENSG00000296517,0,0,0,0,0,0,0,0
ENSG00000296518,4,7,1,0,11,9,0,0
ENSG00000296519,0,0,0,0,0,0,0,0
ENSG00000296520,0,1,3,0,0,1,0,1
ENSG00000296521,0,0,0,0,0,0,0,0
ENSG00000296522,0,1,0,0,0,0,0,0
ENSG00000296523,0,1,0,1,0,0,0,0
ENSG00000296524,0,0,0,0,0,0,0,0
ENSG00000296525,0,0,0,0,0,0,0,0
ENSG00000296526,0,1,0,0,0,0,0,0
ENSG00000296527,6,12,39,26,4,5,41,13
ENSG00000296528,0,2,38,13,0,0,27,6
ENSG00000296529,0,0,0,0,0,0,0,0
ENSG00000296530,0,4,3,2,2,0,4,2
ENSG00000296531,0,0,0,1,0,0,2,1
ENSG00000296532,1,0,0,0,0,0,0,0
ENSG00000296533,0,2,0,0,0,0,0,0
ENSG00000296534,0,0,0,0,0,0,0,0
ENSG00000296535,0,4,2,6,2,9,1,0
ENSG00000296536,0,1,1,2,0,0,2,1
ENSG00000296537,0,0,0,0,0,0,0,0
ENSG00000296538,0,0,0,0,0,0,0,0
ENSG00000296539,0,0,0,0,0,0,0,0
ENSG00000296540,3,0,0,1,1,2,0,2
ENSG00000296541,0,0,0,0,0,0,0,0
ENSG00000296542,0,0,0,0,0,0,0,0
ENSG00000296543,0,0,1,0,0,0,0,0
ENSG00000296544,0,1,0,0,0,0,0,0
ENSG00000296545,0,1,0,0,0,2,0,0
ENSG00000296546,0,0,7,3,4,1,15,5
ENSG00000296547,0,0,0,0,0,0,0,0
ENSG00000296548,0,0,5,1,0,0,9,6
ENSG00000296549,0,0,4,11,0,1,13,11
ENSG00000296550,0,0,0,0,0,0,0,0
ENSG00000296551,0,1,0,0,0,0,0,0
ENSG00000296552,0,0,0,0,0,0,0,0
ENSG00000296553,0,0,0,1,0,0,0,1
ENSG00000296554,0,1,1,0,1,1,0,0
ENSG00000296555,0,0,0,0,0,0,0,0
ENSG00000296556,0,0,0,0,0,1,0,0
ENSG00000296557,3,8,45,59,3,8,58,30
ENSG00000296558,0,1,0,0,0,2,0,0
ENSG00000296559,7,18,0,0,8,24,0,0
ENSG00000296560,0,0,0,0,0,1,1,0
ENSG00000296561,1,2,1,0,2,2,0,1
ENSG00000296562,0,0,0,1,0,0,1,0
ENSG00000296563,0,0,0,0,0,0,0,0
ENSG00000296564,0,0,0,0,0,0,0,0
ENSG00000296565,0,0,0,0,0,0,0,0
ENSG00000296566,1,2,20,15,1,1,25,15
ENSG00000296567,1,1,0,0,1,4,0,0
ENSG00000296568,0,0,0,0,1,1,0,0
ENSG00000296569,0,0,0,0,0,0,0,0
ENSG00000296570,0,2,0,0,0,1,0,0
ENSG00000296571,0,0,0,0,0,0,0,0
ENSG00000296572,0,0,0,0,0,0,0,0
ENSG00000296573,0,0,0,0,0,0,0,0
ENSG00000296574,1,0,0,0,2,0,0,0
ENSG00000296576,2,2,0,0,1,8,0,0
ENSG00000296577,0,0,1,2,0,3,1,0
ENSG00000296578,0,0,7,3,0,0,8,0
ENSG00000296579,0,0,4,3,0,0,0,2
ENSG00000296580,1,2,3,7,1,0,14,5
ENSG00000296581,3,1,49,45,2,4,75,3
ENSG00000296582,0,0,0,0,0,0,0,0
ENSG00000296584,1,0,0,0,0,0,1,0
ENSG00000296585,0,0,0,0,0,0,0,0
ENSG00000296586,0,0,0,0,1,1,0,0
ENSG00000296587,0,0,0,0,0,0,0,0
ENSG00000296588,0,1,4,6,0,0,1,1
ENSG00000296589,0,1,21,18,2,0,12,0
ENSG00000296590,0,0,0,0,0,0,0,0
ENSG00000296591,0,2,2,1,0,0,2,0
ENSG00000296592,0,0,0,0,0,0,0,0
ENSG00000296593,0,0,0,0,0,0,0,0
ENSG00000296594,0,1,9,2,2,0,4,1
ENSG00000296595,0,0,0,0,0,1,0,0
ENSG00000296596,0,0,0,0,0,0,0,0
ENSG00000296597,0,0,0,0,0,1,0,0
ENSG00000296598,0,1,28,19,0,0,36,20
ENSG00000296599,2,3,3,1,2,1,0,2
ENSG00000296600,0,0,0,0,0,0,0,0
ENSG00000296601,0,1,0,0,1,0,0,0
ENSG00000296602,0,0,0,0,0,0,0,0
ENSG00000296603,2,0,0,0,0,0,0,0
ENSG00000296604,1,0,0,2,0,0,0,0
ENSG00000296605,0,0,0,0,0,0,0,0
ENSG00000296607,2,5,1,0,1,3,4,1
ENSG00000296608,0,0,0,0,0,0,0,0
ENSG00000296609,0,11,2,4,0,2,2,0
ENSG00000296610,0,0,0,0,0,0,0,0
ENSG00000296611,0,0,0,1,0,0,0,0
ENSG00000296612,0,0,4,0,0,0,0,0
ENSG00000296613,0,0,0,0,0,0,0,0
ENSG00000296614,0,0,0,0,0,0,0,0
ENSG00000296615,1,4,8,9,4,8,7,4
ENSG00000296616,0,2,1,1,0,1,1,1
ENSG00000296617,2,7,12,14,4,13,15,7
ENSG00000296618,4,45,137,136,13,37,150,123
ENSG00000296619,0,2,3,7,0,0,0,0
ENSG00000296620,0,0,0,0,0,2,1,0
ENSG00000296621,0,0,0,0,0,0,0,0
ENSG00000296622,524,448,0,0,154,1893,0,0
ENSG00000296623,0,0,0,0,0,0,0,0
ENSG00000296624,0,4,0,0,2,4,0,0
ENSG00000296625,0,0,0,0,0,1,1,0
ENSG00000296626,0,0,0,0,0,0,0,0
ENSG00000296627,0,0,0,0,0,0,0,0
ENSG00000296628,0,1,0,0,0,0,0,0
ENSG00000296629,0,0,0,0,1,1,2,0
ENSG00000296630,0,1,2,1,0,0,4,0
ENSG00000296631,0,0,0,0,0,0,0,0
ENSG00000296632,0,0,0,0,0,0,0,0
ENSG00000296633,0,2,0,3,0,1,0,0
ENSG00000296634,0,3,0,0,1,0,0,0
ENSG00000296635,0,5,0,0,0,0,0,0
ENSG00000296636,0,0,0,0,0,0,0,1
ENSG00000296637,0,0,0,0,0,0,0,0
ENSG00000296638,0,0,0,0,0,0,0,0
ENSG00000296639,0,0,0,0,0,0,2,1
ENSG00000296640,0,0,0,0,0,0,0,0
ENSG00000296641,0,0,0,0,0,0,0,0
ENSG00000296642,15,37,22,22,12,40,13,25
ENSG00000296643,0,3,3,4,4,0,3,0
ENSG00000296644,0,0,0,0,0,0,0,0
ENSG00000296645,0,0,0,0,0,0,0,0
ENSG00000296646,0,0,0,0,0,0,0,0
ENSG00000296647,0,0,0,0,0,0,0,0
ENSG00000296649,0,0,0,1,0,0,0,0
ENSG00000296650,0,0,0,0,0,0,0,0
ENSG00000296651,3,10,2,1,3,7,2,0
ENSG00000296652,0,0,0,0,0,0,0,0
ENSG00000296653,0,0,0,0,0,0,0,0
ENSG00000296654,0,1,0,0,0,0,0,0
ENSG00000296655,0,0,286,182,0,0,285,142
ENSG00000296656,0,0,0,0,0,0,0,0
ENSG00000296657,1,2,13,13,1,0,19,10
ENSG00000296658,0,0,0,0,0,1,0,0
ENSG00000296659,0,0,0,0,0,0,0,0
ENSG00000296660,0,0,0,0,0,0,0,1
ENSG00000296661,0,1,0,0,0,0,0,0
ENSG00000296662,0,0,0,0,0,0,0,0
ENSG00000296663,0,0,0,0,0,0,0,0
ENSG00000296664,0,0,0,0,0,0,0,0
ENSG00000296665,0,0,0,0,0,0,0,0
ENSG00000296666,0,0,0,0,0,0,0,0
ENSG00000296667,0,0,0,0,0,0,0,0
ENSG00000296668,0,0,0,0,0,0,0,0
ENSG00000296669,3,8,4,2,1,3,4,0
ENSG00000296670,1,3,0,0,2,4,0,0
ENSG00000296671,1,1,0,1,1,4,3,5
ENSG00000296672,3,6,31,23,4,7,27,0
ENSG00000296673,0,0,0,0,0,0,0,0
ENSG00000296674,1,1,0,0,0,0,0,0
ENSG00000296675,0,0,0,0,0,0,0,0
ENSG00000296676,0,0,0,0,0,0,0,0
ENSG00000296677,0,3,1,0,0,5,1,0
ENSG00000296678,5,13,1,0,6,14,0,0
ENSG00000296679,0,0,3,0,0,1,0,0
ENSG00000296680,0,0,0,0,0,0,0,0
ENSG00000296681,0,0,0,0,0,0,3,0
ENSG00000296682,0,0,0,0,0,0,0,0
ENSG00000296683,0,0,0,0,0,0,0,0
ENSG00000296684,0,0,0,0,0,0,0,0
ENSG00000296685,0,0,0,0,0,0,2,3
ENSG00000296686,0,0,3,0,0,1,5,1
ENSG00000296687,0,0,2,9,0,0,2,3
ENSG00000296688,0,0,0,0,0,0,0,0
ENSG00000296689,0,0,0,0,0,0,0,0
ENSG00000296690,0,0,1,0,0,0,0,0
ENSG00000296691,0,5,2,6,3,0,1,0
ENSG00000296692,0,0,6,1,0,0,2,3
ENSG00000296693,6,14,3,3,6,8,3,3
ENSG00000296694,0,0,0,2,0,0,1,0
ENSG00000296695,0,0,0,0,0,0,0,0
ENSG00000296696,0,0,4,0,0,0,0,0
ENSG00000296697,0,0,0,0,0,0,0,0
ENSG00000296698,0,0,0,0,0,0,0,0
ENSG00000296699,0,0,0,0,0,0,0,0
ENSG00000296700,0,0,1,0,0,0,0,0
ENSG00000296701,0,0,0,0,0,0,0,0
ENSG00000296702,2,7,13,8,3,4,19,1
ENSG00000296703,0,0,0,0,0,0,0,0
ENSG00000296704,0,0,0,0,0,0,0,0
ENSG00000296705,0,0,0,0,0,0,0,0
ENSG00000296706,0,0,4,3,0,1,1,0
ENSG00000296707,0,0,0,0,0,0,0,0
ENSG00000296708,0,0,0,0,0,0,0,0
ENSG00000296709,0,0,3,2,0,0,3,2
ENSG00000296710,0,0,0,0,0,0,0,0
ENSG00000296711,0,0,0,0,0,0,0,0
ENSG00000296712,0,0,0,0,0,0,0,0
ENSG00000296713,0,0,0,0,0,0,0,0
ENSG00000296714,0,0,0,0,0,0,0,0
ENSG00000296715,0,0,0,0,0,0,0,0
ENSG00000296716,0,0,0,0,0,0,0,0
ENSG00000296717,0,0,0,0,1,0,0,0
ENSG00000296718,0,0,0,0,0,1,0,0
ENSG00000296719,0,1,0,0,0,0,0,0
ENSG00000296720,0,0,0,2,0,0,0,0
ENSG00000296721,0,0,0,0,0,0,0,0
ENSG00000296722,0,0,0,0,0,0,0,0
ENSG00000296723,0,0,0,0,0,0,0,0
ENSG00000296724,0,0,0,0,0,0,0,0
ENSG00000296725,0,0,0,0,0,0,0,0
ENSG00000296726,0,3,1,0,0,0,0,0
ENSG00000296727,0,0,0,0,0,0,0,0
ENSG00000296728,0,0,0,0,0,0,0,0
ENSG00000296729,0,0,0,0,0,0,0,0
ENSG00000296730,0,3,0,0,2,0,0,0
ENSG00000296731,4,4,4,8,5,16,2,0
ENSG00000296732,0,0,28,30,0,1,37,31
ENSG00000296733,0,0,2,0,0,0,5,0
ENSG00000296734,0,0,0,0,0,0,0,0
ENSG00000296735,0,0,0,0,0,1,0,0
ENSG00000296736,0,0,0,0,0,0,0,0
ENSG00000296737,1,3,2,8,2,3,4,1
ENSG00000296738,0,2,2,0,5,0,1,0
ENSG00000296739,0,0,0,0,0,0,0,0
ENSG00000296740,0,0,0,0,0,0,0,2
ENSG00000296741,0,0,0,0,0,0,0,0
ENSG00000296742,0,0,0,0,0,0,0,0
ENSG00000296743,4,26,71,73,14,16,71,58
ENSG00000296744,0,0,0,0,0,0,0,0
